Symbol,Close,SMA_20,RSI,Signal,AI_Confidence,confidence,Color,ai_comment,Last_Updated
AAPL,324.23,329.27,32.46,BUY,80%,80,green,🟢 Market oversold — potential buying opportunity.,2025-11-25 14:01:40
