Symbol,Close,SMA_20,RSI,Signal,AI_Confidence,confidence,Color,ai_comment,Last_Updated
AAPL,317.52,326.35,38.32,HOLD,35%,35,gray,⏸ Market neutral — monitoring recommended.,2025-11-25 14:01:30
