Symbol,Close,SMA_20,RSI,Signal,AI_Confidence,confidence,Color,ai_comment,Last_Updated
AAPL,305.88,300.95,65.26,SELL,79%,79,red,🔴 Market overbought — consider selling or reducing exposure.,2025-11-25 13:59:28
