Symbol,Close,SMA_20,RSI,Signal,AI_Confidence,confidence,Color,ai_comment,Last_Updated
AAPL,300.9,299.29,55.48,HOLD,36%,36,gray,⏸ Market neutral — monitoring recommended.,2025-11-25 14:03:51
