Symbol,Close,SMA_20,RSI,Signal,AI_Confidence,confidence,Color,ai_comment,Last_Updated
AAPL,309.41,309.56,46.53,HOLD,40%,40,gray,⏸ Market neutral — monitoring recommended.,2025-11-25 14:02:09
