Symbol,Close,SMA_20,RSI,Signal,AI_Confidence,confidence,Color,ai_comment,Last_Updated
AAPL,329.13,329.48,53.13,HOLD,38%,38,gray,⏸ Market neutral — monitoring recommended.,2025-11-25 14:02:54
